id,question,gold_answer,prediction,retrieved_doc_ids,context_tokens,generation_tokens,retrieval_time_ms,generation_time_ms,total_time_ms,exact_match,f1
5adc1af75542994650320c75,"In which year was this single by Cher, written by  Brian Higgins and included in the album The Very Best of Cher, released?",1998,1998,"[58797, 58803, 16502, 25784, 58802]",744,4,28.224664999981997,413.541519999967,441.766184999949,1.0,1.0
5a866fa855429960ec39b6a5,Ella Purnell appeared in this 2014 film loosely based on what fairy tale?,"""Sleeping Beauty""","Ella Purnell appeared in ""Maleficent,"" which is loosely based on the fairy tale ""Maleficent.""","[25067, 60667, 207, 49023, 49203]",677,25,21.914689999960046,1042.6785640000276,1064.5932539999876,0.0,0.0
5ae7954b554299540e5a5620,Who manufactured the scooter upon which the Bajaj Priya was based off of?,Piaggio,Vespa,"[60694, 10974, 10978, 10977, 10979]",355,3,22.74424999995972,184.53017699999918,207.2744269999589,0.0,0.0
5a89432b554299669944a519,What was the code name of the campaign where Joe Foss received a Medal of Honor?,Operation Watchtower,Guadalcanal Campaign,"[27882, 59997, 59983, 54177, 33985]",696,5,21.40682999998944,345.32049800003506,366.7273280000245,0.0,0.0
5ae1467a554299422ee99659,Rebecca M. Bergman is the President of a college affliated with what church?,Evangelical Lutheran Church,Seventh-day Adventist Church,"[57875, 33997, 2204, 62109, 57113]",643,6,25.820675999966625,392.6345939999578,418.45526999992444,0.0,0.28571428571428575
5a79305755429907847277dd,What prince is a claimant to the former throne of Italy and born in September 1943?,Prince Amedeo,"Prince Amedeo, Duke of Aosta","[60154, 60158, 60357, 51537, 34861]",939,9,21.9106089999741,562.1887130000118,584.0993219999859,0.0,0.5714285714285715
5ac2c338554299657fa29039,How many personnel does the Navy that had Gilliam-class atttack transports have on active duty?,"322,421 personnel on active duty","107,577","[59709, 59703, 13426, 49744, 30893]",720,7,22.66995700000507,438.94001600000365,461.6099730000087,0.0,0.0
5abc184a5542993a06baf863,Who directed the 2015 South Korean drama film starring Hwang Jung-min?,Lee Seok-hoon,"Lee Seok-hoon directed the 2015 South Korean drama film starring Hwang Jung-min titled ""The Himalayas"".","[58735, 58734, 48769, 58732, 51239]",503,27,21.912582000027214,1058.927331999996,1080.8399140000233,0.0,0.33333333333333337
5ae5f82a554299546bf82feb,Who wrote the 2009 American home invasion horror film which Andrea Roth was known for her role in ,Marcus Dunstan,Marcus Dunstan and Patrick Melton,"[61736, 61735, 61732, 61728, 39376]",614,7,21.880855999995674,401.85822399996596,423.73907999996163,0.0,0.5714285714285715
5adf5daf5542995534e8c79d,Are Darren Benjamin Shepherd and Rémi Lange both American?,no,"No, Darren Benjamin Shepherd is not American, while Rémi Lange is French.","[55582, 55578, 32288, 55580, 31873]",550,16,22.616771999992125,695.0810590000174,717.6978310000095,0.0,0.14285714285714288
5ae09b7055429906c02daae4,How did the singer of Pyramid rise to fame?,YouTube,"Jake Zyrus, who performed as Charice before transitioning, gained fame through his hit single ""Pyramid,"" which became his first number-one single in the United States. The song was part of his debut album and featured collaborations with international artists like Iyaz.","[61312, 24812, 49895, 5715, 20291]",812,54,20.463987000027828,2086.1784489999877,2106.6424360000156,0.0,0.0
5a7d598d5542995f4f402262,"Which director was also a film editor, Burton L. King or Maheen Zia?",Maheen Zia,Maheen Zia,"[55104, 27206, 55109, 58503, 9303]",643,5,21.650219999969522,331.8126259999872,353.4628459999567,1.0,1.0
5abb01025542992ccd8e7eab,Who supervised the sting operation that implicated Evelyn Dawn Knight?,Federal Bureau of Investigation,"Assistant Director Neil J. Welch, who headed the bureau's New York division, and Thomas P. Puccio, head of the Justice Department's Organized Crime Strike Force for the Eastern District of New York.","[59788, 35983, 61987, 59791, 26664]",731,43,20.93597300000738,1703.0883410000115,1724.0243140000189,0.0,0.1142857142857143
5ac3e0f7554299194317388b,Which actor does American Beauty and American Beauty have in common?,Kevin Spacey,Kevin Spacey,"[62711, 62712, 4627, 62708, 45540]",634,3,21.51688800000784,266.2259089999566,287.7427969999644,1.0,1.0
5a710a1e5542994082a3e4fd,"What is the genus of the viral disease that has symptoms such as fever, chills, loss of appetite, nausea, muscle pains, and headaches, and has a chance of causing liver damage?",Flavivirus,Flavivirus,"[62390, 62392, 62396, 62391, 62394]",654,3,24.791284000002634,275.25712300001715,300.0484070000198,1.0,1.0
5ab29cef554299449642c936,In which year was the University where Joost Alois Businger is an emeritus professor established ?,1861,1964,"[62076, 37513, 35153, 35155, 2835]",496,4,21.47478099999489,265.5722199999673,287.04700099996217,0.0,0.0
5ae26cb15542994d89d5b421,Charlie McDermott plays Axl Heck on a tv show that premiered in what date? ,"September 30, 2009","June 8, 2013","[56768, 31871, 5459, 26150, 19670]",657,9,21.490330000005997,483.33161200002905,504.82194200003505,0.0,0.0
5a7a11c85542996a35c170b4,What is the English translation of the name of the novel series which the Four III is the final installment of?,"""The Four Great Constables""","The Four III is the final installment of the trilogy based on Woon Swee Oan's novel series titled ""The Four Great Constables.""","[61936, 24398, 61934, 44053, 24396]",688,29,21.436616000016784,1219.6159419999617,1241.0525579999785,0.0,0.2727272727272727
5adf51e05542995534e8c78a,What is Diego Tonetto's Italian passport called?,Italian nationality law,Diego Tonetto's Italian passport is referred to as an Italian fiscal code card.,"[60873, 60880, 32790, 60875, 60626]",462,17,21.377254000015,696.5010880000477,717.8783420000627,0.0,0.125
5a7a68d25542996c55b2dd98,How is the namesake of The Mountbatten Institute related to Elizabeth II?,second cousin once removed,"Louis Mountbatten, 1st Earl Mountbatten of Burma, was an uncle of Prince Philip, Duke of Edinburgh, and second cousin once removed of Elizabeth II.","[57102, 57099, 57103, 57095, 34861]",615,35,21.823082000025806,1426.64333700003,1448.4664190000558,0.0,0.29629629629629634
5ae2c416554299492dc91c67,"Which American actor portray Steve Urkel in ""Family Matters""",Jaleel Ahmad White,Jaleel White,"[59031, 59038, 59034, 59029, 59036]",717,4,21.568327000011323,320.9493570000177,342.517684000029,0.0,0.8
5a734ca85542994cef4bc51b,Alhambra and Tsuro are both examples of what type of game?,tile-based board game,Tile-based board game,"[55882, 2403, 55885, 2135, 44684]",534,4,21.61710799998673,277.2334160000014,298.8505239999881,1.0,1.0
5a8b3af455429971feec467b,Blinding Edge Pictures produced which 2000 film starring Bruce Willis?,Unbreakable,"Blinding Edge Pictures produced the 2000 film ""Unbreakable,"" starring Bruce Willis.","[57527, 48790, 57528, 32287, 21731]",792,21,21.562232999997377,945.4543939999667,967.016626999964,0.0,0.18181818181818182
