id,question,gold_answer,prediction,route,controller_score,retrieved_k,context_tokens,generation_tokens,retrieval_time_ms,generation_time_ms,total_time_ms,exact_match,f1,fixed_prediction,fixed_context_tokens,fixed_generation_tokens,fixed_retrieval_time_ms,fixed_generation_time_ms,fixed_total_time_ms,fixed_exact_match,fixed_f1
5adc1af75542994650320c75,"In which year was this single by Cher, written by  Brian Higgins and included in the album The Very Best of Cher, released?",1998,1998,top3,0.48331576585769653,3,452,4,125.01009300001442,514.8778420000326,639.887935000047,1.0,1.0,1998,744,4,28.224664999982,413.541519999967,441.766184999949,1.0,1.0
5a866fa855429960ec39b6a5,Ella Purnell appeared in this 2014 film loosely based on what fairy tale?,"""Sleeping Beauty""","Ella Purnell appeared in ""Maleficent,"" which is loosely based on the fairy tale ""Sleeping Beauty.""",top3,0.3124592900276184,3,376,25,22.47791000002053,971.0855810000112,993.5634910000317,0.0,0.25,"Ella Purnell appeared in ""Maleficent,"" which is loosely based on the fairy tale ""Maleficent.""",677,25,21.914689999960046,1042.6785640000276,1064.5932539999876,0.0,0.0
5ae7954b554299540e5a5620,Who manufactured the scooter upon which the Bajaj Priya was based off of?,Piaggio,Vespa,top3,0.5792864561080933,3,249,3,20.76709799996479,173.5236709999981,194.2907689999629,0.0,0.0,Vespa,355,3,22.74424999995972,184.5301769999992,207.2744269999589,0.0,0.0
5a89432b554299669944a519,What was the code name of the campaign where Joe Foss received a Medal of Honor?,Operation Watchtower,Guadalcanal Campaign,top3,0.140659362077713,3,362,5,19.653879999964374,273.3095730000059,292.9634529999703,0.0,0.0,Guadalcanal Campaign,696,5,21.40682999998944,345.32049800003506,366.7273280000245,0.0,0.0
5ae1467a554299422ee99659,Rebecca M. Bergman is the President of a college affliated with what church?,Evangelical Lutheran Church,Catholic,top3,0.5003980398178101,3,405,2,20.329458999981398,178.1758859999627,198.5053449999441,0.0,0.0,Seventh-day Adventist Church,643,6,25.820675999966625,392.6345939999578,418.4552699999245,0.0,0.2857142857142857
5a79305755429907847277dd,What prince is a claimant to the former throne of Italy and born in September 1943?,Prince Amedeo,"Prince Amedeo, Duke of Aosta",top5,0.6352235078811646,5,939,9,41.71547800001463,615.3236430000106,657.0391210000253,0.0,0.5714285714285715,"Prince Amedeo, Duke of Aosta",939,9,21.9106089999741,562.1887130000118,584.0993219999859,0.0,0.5714285714285715
5ac2c338554299657fa29039,How many personnel does the Navy that had Gilliam-class atttack transports have on active duty?,"322,421 personnel on active duty","322,421",top3,0.3921520709991455,3,471,7,24.75662199992712,387.0695010000418,411.8261229999689,0.0,0.5,"107,577",720,7,22.66995700000507,438.94001600000365,461.6099730000087,0.0,0.0
5abc184a5542993a06baf863,Who directed the 2015 South Korean drama film starring Hwang Jung-min?,Lee Seok-hoon,"Lee Seok-hoon directed the 2015 South Korean drama film starring Hwang Jung-min titled ""The Himalayas"".",top3,0.18918712437152863,3,319,27,19.821278999984315,1047.4960660000079,1067.3173449999922,0.0,0.33333333333333337,"Lee Seok-hoon directed the 2015 South Korean drama film starring Hwang Jung-min titled ""The Himalayas"".",503,27,21.91258200002721,1058.927331999996,1080.839914000023,0.0,0.3333333333333333
5ae5f82a554299546bf82feb,Who wrote the 2009 American home invasion horror film which Andrea Roth was known for her role in ,Marcus Dunstan,Marcus Dunstan and Patrick Melton,top5,0.7287893891334534,5,614,7,41.39411099981771,437.6575529998945,479.0516639997122,0.0,0.5714285714285715,Marcus Dunstan and Patrick Melton,614,7,21.880855999995678,401.858223999966,423.7390799999616,0.0,0.5714285714285715
5adf5daf5542995534e8c79d,Are Darren Benjamin Shepherd and Rémi Lange both American?,no,No,top3,0.17479892075061798,3,307,1,47.33555299992531,107.15476999996554,154.49032299989085,1.0,1.0,"No, Darren Benjamin Shepherd is not American, while Rémi Lange is French.",550,16,22.616771999992125,695.0810590000174,717.6978310000095,0.0,0.1428571428571428
5ae09b7055429906c02daae4,How did the singer of Pyramid rise to fame?,YouTube,"Jake Zyrus rose to fame through his hit single ""Pyramid,"" which became his first number one single and led to his debut album being delayed but ultimately released on March 2, 2010.",top3,0.061882197856903076,3,518,44,21.741009000038503,1684.1085589999238,1705.8495679999623,0.0,0.0,"Jake Zyrus, who performed as Charice before transitioning, gained fame through his hit single ""Pyramid,"" which became his first number-one single in the United States. The song was part of his debut album and featured collaborations with international artists like Iyaz.",812,54,20.463987000027828,2086.178448999988,2106.642436000016,0.0,0.0
5a7d598d5542995f4f402262,"Which director was also a film editor, Burton L. King or Maheen Zia?",Maheen Zia,Maheen Zia,top3,0.1420890837907791,3,396,5,19.76786699992772,282.31425599994964,302.08212299987736,1.0,1.0,Maheen Zia,643,5,21.65021999996952,331.8126259999872,353.4628459999567,1.0,1.0
5abb01025542992ccd8e7eab,Who supervised the sting operation that implicated Evelyn Dawn Knight?,Federal Bureau of Investigation,"Assistant Director Neil J. Welch, who headed the bureau's New York division, and Thomas P. Puccio, head of the Justice Department's Organized Crime Strike Force for the Eastern District of New York.",top3,0.18937532603740692,3,471,43,19.351816000039435,1632.3223949999601,1651.6742109999996,0.0,0.1142857142857143,"Assistant Director Neil J. Welch, who headed the bureau's New York division, and Thomas P. Puccio, head of the Justice Department's Organized Crime Strike Force for the Eastern District of New York.",731,43,20.93597300000738,1703.0883410000115,1724.0243140000189,0.0,0.1142857142857143
5ac3e0f7554299194317388b,Which actor does American Beauty and American Beauty have in common?,Kevin Spacey,Kevin Spacey,top3,0.15383563935756683,3,304,3,19.080257000041456,179.69952400005695,198.7797810000984,1.0,1.0,Kevin Spacey,634,3,21.51688800000784,266.2259089999566,287.7427969999644,1.0,1.0
5a710a1e5542994082a3e4fd,"What is the genus of the viral disease that has symptoms such as fever, chills, loss of appetite, nausea, muscle pains, and headaches, and has a chance of causing liver damage?",Flavivirus,Flavivirus,top3,0.6118710041046143,3,411,3,20.816942000010386,218.6355389999335,239.45248099994387,1.0,1.0,Flavivirus,654,3,24.791284000002637,275.25712300001715,300.0484070000198,1.0,1.0
5ab29cef554299449642c936,In which year was the University where Joost Alois Businger is an emeritus professor established ?,1861,1964,top3,0.41687554121017456,3,254,4,20.889411000098335,213.0905960000291,233.98000700012744,0.0,0.0,1964,496,4,21.47478099999489,265.5722199999673,287.04700099996217,0.0,0.0
5ae26cb15542994d89d5b421,Charlie McDermott plays Axl Heck on a tv show that premiered in what date? ,"September 30, 2009","June 8, 2013",top3,0.1113658919930458,3,379,9,19.490863999976682,419.1635260000339,438.6543900000106,0.0,0.0,"June 8, 2013",657,9,21.490330000006,483.33161200002905,504.8219420000351,0.0,0.0
5a7a11c85542996a35c170b4,What is the English translation of the name of the novel series which the Four III is the final installment of?,"""The Four Great Constables""","The Four III is the final installment of the trilogy based on Woon Swee Oan's novel series, which translates to ""The Four Great Constables"" in English.",top3,0.5850329995155334,3,354,35,20.179270999960863,1315.8917910000127,1336.0710619999736,0.0,0.23076923076923078,"The Four III is the final installment of the trilogy based on Woon Swee Oan's novel series titled ""The Four Great Constables.""",688,29,21.436616000016784,1219.6159419999617,1241.0525579999785,0.0,0.2727272727272727
5adf51e05542995534e8c78a,What is Diego Tonetto's Italian passport called?,Italian nationality law,Italian passport,top3,0.19303888082504272,3,193,2,19.480434999991303,116.93937299992285,136.41980799991416,0.0,0.4,Diego Tonetto's Italian passport is referred to as an Italian fiscal code card.,462,17,21.377254000015,696.5010880000477,717.8783420000627,0.0,0.125
5a7a68d25542996c55b2dd98,How is the namesake of The Mountbatten Institute related to Elizabeth II?,second cousin once removed,"Louis Mountbatten, 1st Earl Mountbatten of Burma, was the second cousin once removed of Elizabeth II.",top3,0.358864963054657,3,354,25,20.193014000028597,967.3089529999288,987.5019669999574,0.0,0.4210526315789474,"Louis Mountbatten, 1st Earl Mountbatten of Burma, was an uncle of Prince Philip, Duke of Edinburgh, and second cousin once removed of Elizabeth II.",615,35,21.823082000025806,1426.64333700003,1448.4664190000558,0.0,0.2962962962962963
5ae2c416554299492dc91c67,"Which American actor portray Steve Urkel in ""Family Matters""",Jaleel Ahmad White,Jaleel White,top3,0.5589096546173096,3,364,4,22.403260000032788,241.83121000010033,264.2344700001331,0.0,0.8,Jaleel White,717,4,21.568327000011323,320.9493570000177,342.517684000029,0.0,0.8
5a734ca85542994cef4bc51b,Alhambra and Tsuro are both examples of what type of game?,tile-based board game,Tile-based board game,top3,0.0345611646771431,3,302,4,20.417216000055305,212.54809899994598,232.96531500000128,1.0,1.0,Tile-based board game,534,4,21.61710799998673,277.2334160000014,298.8505239999881,1.0,1.0
5a8b3af455429971feec467b,Blinding Edge Pictures produced which 2000 film starring Bruce Willis?,Unbreakable,Unbreakable,top3,0.008516362868249416,3,398,3,19.32820999991236,216.28754500000014,235.6157549999125,1.0,1.0,"Blinding Edge Pictures produced the 2000 film ""Unbreakable,"" starring Bruce Willis.",792,21,21.562232999997377,945.4543939999668,967.016626999964,0.0,0.1818181818181818
5a7f9cbd5542994857a7677c,"Aside from the Ivorian who was born in 1986, what other big name footballer has gone through the FC Bibo?","Feyenoord's Sekou Cissé, WS Woluwe's Bassilia Sakanoko, UTA Arad's Leoh Digbeu",Sekou Cissé,top3,0.4521036148071289,3,285,6,19.67078699999547,282.2190919999912,301.88987899998665,0.0,0.25,Sekou Cissé,750,6,21.77831699998478,418.8971369999877,440.6754539999724,0.0,0.25
